,E v RHE / (V),norm. activity / (A/F)
248,1.3995271835999998,0.0043311298468917715
249,1.38882457828,0.002233354385212726
250,1.36911171538,0.0006605674945058652
251,1.35910640836,0.0003075788744327273
252,1.3492551633799998,0.00015253922853619576
253,1.43943834066,0.03497388088078903
254,1.4496477707000002,0.05239371222413818
255,1.4493285016,0.04138634666939899
256,1.42933726866,0.01649140339754093
257,1.39908204506,0.002935127091112892
258,1.3789312491733872,0.0007363479814413595
259,1.4291872112000001,0.02523788013335112
260,1.4192534410600002,0.013258165007863686
261,1.4090229797722567,0.006667487715181238
262,1.3992984148,0.003269120040368984
263,1.38916483358,0.0014491045143369757
264,1.37916917882,0.0005773162259344448
265,1.3690848561599998,0.00010140995866182618
266,1.44917497232,0.06065768716475348
267,1.4009558904400001,0.005793898317083605
268,1.39110804332,0.003253966470908652
269,1.3786734693796994,0.0017731139842345962
270,1.367493652542613,0.000830943627236162
271,1.3609179862799998,0.00035631469365900295
272,1.3510734962,0.00015326092843999246
273,1.34120252514,6.691489666004827e-05
274,1.33100004124,2.988065399982365e-05
275,1.320618378460039,1.179956783811322e-05
276,1.3110076245799998,4.593350661193211e-06
277,1.40097355556,0.005978049854376567
278,1.40100873392,0.039183079256095224
279,1.3911134609,0.02107857617510486
280,1.38098777788,0.009884841392625424
281,1.369,0.004316649316176831
282,1.3609344881999998,0.0017652079937467689
283,1.35111019988,0.0007199124961372881
284,1.34131507956,0.00031167626352782856
285,1.33116062972,0.00014957408569042904
286,1.3212069443799999,7.427155606454137e-05
287,1.31109232634,4.4924132442815536e-05
288,1.31100636562,3.171381302110214e-05
289,1.3110810931673307,2.257290692519017e-05
290,1.3607740710799998,0.0001220256905708965
291,1.3509825001999998,5.515071351487089e-05
292,1.34081583956,2.8687888920876206e-05
293,1.415,0.024469999999999995
294,1.429,0.055049999999999995
295,1.444,0.11174
296,1.46,0.20186
297,1.475,0.3034
298,1.415,0.01888
299,1.429,0.04141000000000001
300,1.444,0.08648
301,1.46,0.16321000000000002
302,1.475,0.27283
303,1.415,0.01365
304,1.429,0.02595
305,1.444,0.05199999999999999
306,1.46,0.10317
307,1.475,0.18275
308,1.49,0.31807
309,1.415,0.01759
310,1.429,0.03297
311,1.444,0.0635
312,1.449,0.07816
313,1.465,0.14411
314,1.453,0.08793000000000001
315,1.477,0.21249
