ixdat version = 0.2.3
name = 01 Reshma1A 18H28 18H28_RuO2.pkl
technique = EC-MS
tstamp = 1535470034.0204
backend_name = BackendBase(none, address=none)
id = 1
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M32' and 'M72' and 'M44' and 'M2' and 'M34' and 'M20' and 'M40' and 'M4' and 'M36' and 'M18' and 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["I/mA"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M32,	M72,	M44,	M2,	M34,	M20,	M40,	M4,	M36,	M18,	M28
4588,	0.5361481631647318,	0.008523229704222335,	33.0,	7.835590670412622e-12,	1.9373232470376004e-13,	1.3537590244438738e-12,	2.1299916617333124e-11,	6.223677834094557e-13,	2.1654917402509992e-11,	6.542244008936514e-13,	5.885186669168843e-09,	2.9953844680368416e-13,	4.340344568104106e-10,	1.1817962575465225e-11
4590,	0.5462489216554884,	0.008644221713482433,	33.0,	7.493316566968597e-12,	1.9384695359086943e-13,	1.280657462501094e-12,	2.098095409852141e-11,	7.294900362135645e-13,	2.1438392480550494e-11,	6.223311105482429e-13,	5.898369151047636e-09,	2.819020805149437e-13,	4.3687437228855185e-10,	1.1949066463311014e-11
4592,	0.5562241638728943,	0.008633998727828466,	34.0,	7.75370511953088e-12,	1.8881327266621265e-13,	1.2599759297213435e-12,	2.1438073988448137e-11,	7.50575016109848e-13,	2.188458865794155e-11,	6.379962429020864e-13,	5.894879193964277e-09,	3.1121102897892694e-13,	4.3446701546983894e-10,	1.2187773438614031e-11
4594,	0.565884812710059,	0.00864087800850808,	34.0,	7.960360613690155e-12,	1.8668236567637625e-13,	1.2588010609327087e-12,	2.1247746271296896e-11,	7.389181356297614e-13,	2.1697334223991685e-11,	6.64344331424825e-13,	5.898271761775694e-09,	3.0067184512253485e-13,	4.3720761566464025e-10,	1.1892132166202953e-11
4596,	0.5751653522586742,	0.008658983064457284,	34.0,	7.805115924351359e-12,	1.8941076949080972e-13,	1.2969350990752199e-12,	2.149020215935744e-11,	7.264071031783327e-13,	2.164294921209414e-11,	6.604122341037084e-13,	5.894737671355119e-09,	2.765094504250857e-13,	4.354171744813446e-10,	1.1926388075976515e-11
4598,	0.5875121560628038,	0.008658204474087739,	34.0,	7.813383603222802e-12,	1.8993564832712653e-13,	1.2534145990894384e-12,	2.1571173489378033e-11,	7.123651989580584e-13,	2.137039441299054e-11,	6.841657035185753e-13,	5.880489124528821e-09,	3.0072338393506743e-13,	4.3246921331495014e-10,	1.1797935945917933e-11
4600,	0.5945852961078066,	0.008699911577817231,	34.0,	7.885720793194982e-12,	1.9946886419763716e-13,	1.310400514352928e-12,	2.2201100436871508e-11,	7.417184460103022e-13,	2.1656450756121082e-11,	6.406922024881348e-13,	5.877108091867979e-09,	2.920952740738658e-13,	4.3225697710953326e-10,	1.181004522594063e-11
4602,	0.6067262117652273,	0.008730713752805987,	34.0,	7.50187472806321e-12,	1.911554146835867e-13,	1.331092748046201e-12,	2.190489850234126e-11,	6.919727628400745e-13,	2.1312791611621708e-11,	6.94183497006014e-13,	5.88953795243957e-09,	3.0080986037532695e-13,	4.346553789009588e-10,	1.1858423429361625e-11
4604,	0.6152661741102254,	0.008760802176892712,	34.0,	7.644449810956885e-12,	1.9489471334652064e-13,	1.4190925545216229e-12,	2.2234582753215527e-11,	6.979672953009285e-13,	2.1544354921739687e-11,	6.872477462218402e-13,	5.899768915035329e-09,	2.8448574204242017e-13,	4.3543562751153784e-10,	1.1772025750998297e-11
4606,	0.6265911648075483,	0.008854844804008714,	34.0,	7.686575777201512e-12,	2.0150543660280454e-13,	1.364373280036795e-12,	2.1652640987641883e-11,	7.771683064366246e-13,	2.1659702651915224e-11,	6.722362481845907e-13,	5.889758382443239e-09,	2.8115960481544295e-13,	4.335377135010479e-10,	1.161327785211302e-11
4608,	0.6354035956825267,	0.009027241074214331,	34.0,	7.657553884647306e-12,	1.9045975387526752e-13,	1.3951492407046222e-12,	2.1374379495049483e-11,	7.421214218235237e-13,	2.1569402830161436e-11,	6.318093545232125e-13,	5.897547763729495e-09,	2.8613522818640943e-13,	4.3625656052504047e-10,	1.1723191935069279e-11
4610,	0.6396518961938344,	0.004174356406662401,	34.0,	7.897510285749944e-12,	1.9165375696204238e-13,	1.1789702381521638e-12,	2.158996682748245e-11,	6.679339210275899e-13,	2.1483699401174367e-11,	6.384056658688314e-13,	5.875173820199792e-09,	2.8084843689731634e-13,	4.3356180076443566e-10,	1.1888106969437305e-11
4612,	0.6412502453037694,	0.0025168840866189894,	34.0,	7.931555146122825e-12,	1.9334404943841472e-13,	1.4077727972300003e-12,	2.1808949268893923e-11,	7.932020602434424e-13,	2.1624108937519147e-11,	6.7433640781159e-13,	5.878299956197215e-09,	2.7169127284914735e-13,	4.310726756678876e-10,	1.19221030187798e-11
4614,	0.6377552631818897,	0.002187428995406512,	34.0,	8.992855726657634e-12,	1.919913179594282e-13,	1.3932037490000656e-12,	2.1238685679160373e-11,	6.907864955841693e-13,	2.1169794026406074e-11,	6.644477059153131e-13,	5.8837517499853335e-09,	3.1592514365957965e-13,	4.3516465091027913e-10,	1.1811230826454404e-11
4616,	0.6398955687577218,	0.0020669734909841064,	34.0,	9.658496458394027e-12,	1.9311129359838218e-13,	1.3626258040681765e-12,	2.1111647947985827e-11,	7.091640953707442e-13,	2.1589774756862168e-11,	6.275190886315596e-13,	5.8838153435182465e-09,	2.824530680509566e-13,	4.375049118737768e-10,	1.1707344477965065e-11
4618,	0.6393852115377976,	0.0019864322918500695,	34.0,	9.915502260122742e-12,	1.9423126923733615e-13,	1.3908835477214089e-12,	2.1290049749740898e-11,	6.966890863766314e-13,	2.151660598053003e-11,	6.354632940765451e-13,	5.891883016329827e-09,	2.9176411223866885e-13,	4.366606909752496e-10,	1.2057558686032816e-11
4620,	0.6375550629389101,	0.0019477506725110655,	34.0,	9.612558882479316e-12,	1.9535124487629014e-13,	1.4352428915708614e-12,	2.1006409567563084e-11,	7.01840897875029e-13,	2.184940483541525e-11,	6.859225707956237e-13,	5.883973978695697e-09,	2.988038985156289e-13,	4.3676096363321753e-10,	1.1808150263220184e-11
4622,	0.6386882590394367,	0.001918683189375438,	34.0,	9.651853657816743e-12,	1.8976672347563213e-13,	1.3425140321012228e-12,	2.1551491233724358e-11,	7.004682519537045e-13,	2.1644466701414995e-11,	7.210298666820873e-13,	5.874702986720908e-09,	2.946617667005421e-13,	4.328390110197326e-10,	1.174367195701282e-11
4624,	0.6400210805702262,	0.001889216226217351,	34.0,	9.795826431796736e-12,	1.860590735531282e-13,	1.456491815701409e-12,	2.1180320579143506e-11,	6.983726492653536e-13,	2.179832604839489e-11,	6.840538409143549e-13,	5.890589232041882e-09,	2.880175657875308e-13,	4.3694893704813294e-10,	1.1552797784092127e-11
4626,	0.6385912975638842,	0.0018636108582593962,	34.0,	9.459372738773213e-12,	1.8502876134216226e-13,	1.472072897607888e-12,	2.111493115997667e-11,	7.474936899053308e-13,	2.199120642052201e-11,	6.751158119095273e-13,	5.895569353987276e-09,	3.254734115574224e-13,	4.372126750009263e-10,	1.2329659859786663e-11
4628,	0.6399406232800467,	0.001847690082350577,	34.0,	9.34488198229437e-12,	1.8399844913119632e-13,	1.41539313565444e-12,	2.1184514452772737e-11,	7.138753193580548e-13,	2.1398596160007765e-11,	6.282140193551864e-13,	5.8951706021868106e-09,	3.1171208362023796e-13,	4.3678475895503713e-10,	1.1766501661258878e-11
4630,	0.6378156465931621,	0.001837977744975604,	34.0,	9.682741477070408e-12,	1.8364421116802267e-13,	1.4177880900796141e-12,	2.1436963927664136e-11,	6.753842839587303e-13,	2.20393326577227e-11,	7.396374971470578e-13,	5.874959912017318e-09,	2.9195774725808233e-13,	4.311744066424862e-10,	1.1851292052661732e-11
4632,	0.6403353304698043,	0.001811353942163662,	34.0,	9.57110763360972e-12,	1.8517609884683308e-13,	1.392656754363837e-12,	2.1176580186112085e-11,	6.692262215225226e-13,	2.155000106289622e-11,	6.368398803889737e-13,	5.890883052840454e-09,	2.8671416445715237e-13,	4.378202188680582e-10,	1.1731016846473589e-11
4634,	0.6398635375497222,	0.0018034950917872228,	34.0,	9.866481281822669e-12,	1.8670798652564346e-13,	1.3320855004616282e-12,	2.0893806585018103e-11,	7.089615368073091e-13,	2.142598205829373e-11,	6.63958100260007e-13,	5.889010202120544e-09,	2.8872475374116047e-13,	4.345765825928647e-10,	1.1818502452766403e-11
4636,	0.6375918364510492,	0.001804353455685416,	34.0,	9.783356946171512e-12,	1.8709200131897027e-13,	1.4825019284398089e-12,	2.1933719886562045e-11,	7.505993146996421e-13,	2.1864701913240557e-11,	6.476433881456701e-13,	5.873629894844957e-09,	2.679787267626059e-13,	4.3320602001885553e-10,	1.1936262849682643e-11
4638,	0.6401756428217991,	0.0017898550598856198,	34.0,	9.795032174976078e-12,	1.9325822785596212e-13,	1.3371749617572297e-12,	2.1487800243476886e-11,	6.628621506820933e-13,	2.1393571494482176e-11,	6.723172159226534e-13,	5.874003394871005e-09,	3.0088038215409295e-13,	4.3465937240256714e-10,	1.185654839752733e-11
4640,	0.6391256430215221,	0.001775305946764943,	34.0,	1.0056575110451056e-11,	1.9239640928288537e-13,	1.3598625637065995e-12,	2.148951973910748e-11,	7.711741314512547e-13,	2.1374713875900458e-11,	6.326803509200513e-13,	5.893402584085162e-09,	2.8659204131608957e-13,	4.384410159283289e-10,	1.195342999634715e-11
4642,	0.6392957523899521,	0.0017747949206032008,	34.0,	9.647050735202757e-12,	1.9153459070980865e-13,	1.4931431579283224e-12,	2.170601810410089e-11,	7.287572508785162e-13,	2.158646178272963e-11,	6.759558432947211e-13,	5.8865797428330814e-09,	3.3015365072037844e-13,	4.366735154156488e-10,	1.1675464354170886e-11
4644,	0.6404051784599099,	0.0017728631331602324,	34.0,	9.509911738848242e-12,	1.9700070303007383e-13,	1.3963897874399256e-12,	2.2144321444218514e-11,	7.680661763788475e-13,	2.1272511149696258e-11,	6.847873900398679e-13,	5.874924621235778e-09,	2.958393578312954e-13,	4.306688036943287e-10,	1.193895762308904e-11
4646,	0.6391627766095415,	0.001762836149255452,	34.0,	9.918140717078083e-12,	1.942836838578279e-13,	1.362192011618102e-12,	2.170122324111849e-11,	7.066082455338379e-13,	2.180453934905234e-11,	6.469309174753475e-13,	5.877327010326669e-09,	2.979268831408483e-13,	4.318201435338767e-10,	1.1748222950342861e-11
4648,	0.640542027182891,	0.0017627539390110522,	34.0,	9.901013125543396e-12,	1.9565087467067814e-13,	1.3580301630158953e-12,	2.1716863503181362e-11,	6.825935361594258e-13,	2.145229254475513e-11,	6.633359580821048e-13,	5.8803759699737394e-09,	2.930851147314294e-13,	4.33591373899287e-10,	1.1804718104344165e-11
4650,	0.6370555202845289,	0.0017612490947701933,	34.0,	9.419618313511537e-12,	1.967489052377812e-13,	1.4243831829133452e-12,	2.1063032091535375e-11,	6.458203027698071e-13,	2.1486521088914988e-11,	6.888178267681077e-13,	5.891250791541313e-09,	2.8973785788365996e-13,	4.3680243516008723e-10,	1.16900496527667e-11
4652,	0.641429968085354,	0.0017504556558847796,	34.0,	9.509500002052029e-12,	1.9784693580488424e-13,	1.3387489509480347e-12,	2.0964188289878804e-11,	7.452094939278747e-13,	2.14721030958815e-11,	6.936021396930248e-13,	5.890875420210627e-09,	2.7484349831220644e-13,	4.340179939316737e-10,	1.1695334380484933e-11
4654,	0.6384776187487304,	0.0017435092557415066,	34.0,	9.42180105252881e-12,	1.9894496637198728e-13,	1.473373390757641e-12,	2.0725076519486705e-11,	6.598746443942042e-13,	2.1808448860567683e-11,	6.772211086262687e-13,	5.89424403514532e-09,	2.860013801735652e-13,	4.364237914342536e-10,	1.2166205866740404e-11
4656,	0.640198830109124,	0.00174512321955469,	34.0,	9.930910426708346e-12,	2.0004299693909035e-13,	1.3781310403754162e-12,	2.1382519164659337e-11,	7.173836401150147e-13,	2.1730193988229072e-11,	6.134771266168263e-13,	5.876820452051074e-09,	2.9077467644693766e-13,	4.360973884950112e-10,	1.1747434418270622e-11
4658,	0.6382476665508033,	0.001742580084371135,	34.0,	9.495731749873777e-12,	1.962152150199567e-13,	1.4597762318369189e-12,	2.0638743236367232e-11,	6.959151376417928e-13,	2.1435131272238225e-11,	6.640316219382588e-13,	5.889845646850795e-09,	2.930300604413442e-13,	4.373059285524965e-10,	1.1738261576017639e-11
4660,	0.639505207647551,	0.0017299051125252262,	34.0,	9.704435374893757e-12,	1.9144715955234296e-13,	1.3306605572639702e-12,	2.0887509167540914e-11,	6.48990729617332e-13,	2.199191426288168e-11,	6.272222513037041e-13,	5.884640732665408e-09,	2.903210222787973e-13,	4.3916688902253225e-10,	1.168484472667966e-11
4662,	0.6389120253713723,	0.0017327187006295481,	34.0,	9.895984148546472e-12,	1.8667910408472924e-13,	1.4336823212927489e-12,	2.1529717410066362e-11,	7.726483841895169e-13,	2.1638716233269697e-11,	7.278176966902947e-13,	5.891349129341213e-09,	2.935087932116479e-13,	4.3624041981614716e-10,	1.1858526341361498e-11
4664,	0.6383692634257205,	0.001738717290000553,	34.0,	9.92045223310572e-12,	1.819110486171155e-13,	1.4358122612314103e-12,	2.140466969843948e-11,	7.099696070984773e-13,	2.140029127871733e-11,	6.987182368492464e-13,	5.888886370874552e-09,	3.049940690123576e-13,	4.3704160614115587e-10,	1.1935789404268794e-11
4666,	0.6391553258203991,	0.001729729469170682,	34.0,	9.87622759530984e-12,	1.9808814319622485e-13,	1.374624953301852e-12,	2.1319807014589096e-11,	7.827687655015107e-13,	2.1206042563541982e-11,	6.394990336392323e-13,	5.8803210468751235e-09,	3.157722148583574e-13,	4.332642839420972e-10,	1.2125221884302119e-11
4668,	0.6379664586031043,	0.0017189610348056746,	34.0,	9.759401783352513e-12,	1.881301845190844e-13,	1.37934643289822e-12,	2.111163751146438e-11,	7.453845810837968e-13,	2.173470799104672e-11,	6.236565450683207e-13,	5.886269857620909e-09,	3.21036436164434e-13,	4.3306044346845133e-10,	1.1938731759272395e-11
4670,	0.6402572383592018,	0.0017306533836833925,	34.0,	9.797176709969935e-12,	1.8376850425001006e-13,	1.315726005941524e-12,	2.1437695679000275e-11,	7.672556958819391e-13,	2.1624938765927445e-11,	6.600227408944347e-13,	5.8818816225971355e-09,	3.3871675030377535e-13,	4.3437088564015103e-10,	1.1978949713605534e-11
4672,	0.6377645144235032,	0.0017273446498227048,	34.0,	9.69917965706243e-12,	1.8671072637351294e-13,	1.355676504314307e-12,	2.07618057832152e-11,	7.159557365390669e-13,	2.1730320443967735e-11,	6.6195988839579e-13,	5.886670707854942e-09,	2.971522887584393e-13,	4.381822233134757e-10,	1.1923065111554525e-11
4674,	0.6392157014188985,	0.001711569129955083,	34.0,	9.488386276477667e-12,	1.8965294849701585e-13,	1.3825668742406155e-12,	2.0771917728179774e-11,	6.687059960647533e-13,	2.1382700419112366e-11,	7.200509513162891e-13,	5.883714301747327e-09,	2.888037585207644e-13,	4.3653487129929423e-10,	1.1534035220819857e-11
4676,	0.6394576390759147,	0.0017174681032981114,	34.0,	9.807392505360069e-12,	1.8826798337167708e-13,	1.4213105041412262e-12,	2.070259234962924e-11,	7.958748246746289e-13,	2.1539921763204823e-11,	6.576710714901229e-13,	5.886201346729197e-09,	3.067414695891637e-13,	4.373433912088558e-10,	1.1656870095828626e-11
4678,	0.6371569647802142,	0.001722224578840651,	34.0,	9.835883175416527e-12,	1.8507206722914983e-13,	1.4285122979998961e-12,	2.1196327879596387e-11,	6.563597980401852e-13,	2.1612164411073382e-11,	6.407855252778421e-13,	5.889541784379485e-09,	2.7702822147771386e-13,	4.3686169525638316e-10,	1.1616165270986261e-11
4680,	0.6400047456474366,	0.001714339729368723,	34.0,	9.712900824776585e-12,	1.8490284572931096e-13,	1.3549602830015492e-12,	2.080753073412711e-11,	7.004417633510466e-13,	2.1717473393115863e-11,	6.838077478518266e-13,	5.879730363823535e-09,	2.8582570287403373e-13,	4.355659397775279e-10,	1.180229718524292e-11
4682,	0.6395889542256395,	0.0017048697289860928,	34.0,	9.703054285180924e-12,	1.867480050980613e-13,	1.4222203709197642e-12,	2.0710419625512866e-11,	6.789952889078685e-13,	2.1653732041569768e-11,	7.222391889055923e-13,	5.9001036471987295e-09,	3.035446841988171e-13,	4.3626704893370636e-10,	1.1880523300350526e-11
4684,	0.6397829007905491,	0.001710784543468802,	34.0,	9.703409984249895e-12,	1.8859316446681165e-13,	1.475337506683429e-12,	2.106066603128669e-11,	7.092096721377222e-13,	2.1304525179366143e-11,	7.222218764823818e-13,	5.881590483789166e-09,	3.057935834636887e-13,	4.355115653946969e-10,	1.177697863826069e-11
4686,	0.6400796720495434,	0.0017149946893754112,	34.0,	9.842601159718043e-12,	1.9056573015775134e-13,	1.4845985348806111e-12,	2.118459140929969e-11,	7.139675232241038e-13,	2.157728804747016e-11,	7.105390835131273e-13,	5.871739176721216e-09,	2.7214879332929497e-13,	4.3461343989881263e-10,	1.1796296579839431e-11
4688,	0.6396194655295997,	0.001702698742092069,	34.0,	9.895474699490091e-12,	1.9021488025175233e-13,	1.4299861499816799e-12,	2.0503165022085766e-11,	7.208687601967561e-13,	2.192642668112352e-11,	6.527561242483598e-13,	5.88798225344352e-09,	2.978700220121934e-13,	4.3772355687803917e-10,	1.1766182159646318e-11
4690,	0.6397036292586606,	0.001705185603808204,	34.0,	9.60700537870057e-12,	1.8986403034575335e-13,	1.4889253820286524e-12,	2.0927192973425227e-11,	6.606295710229332e-13,	2.172567957024098e-11,	7.288477017841383e-13,	5.875196469532179e-09,	2.8889567469232894e-13,	4.357118792918459e-10,	1.1946274018806505e-11
4692,	0.6388597440343323,	0.0017132306575628736,	34.0,	9.75552064877971e-12,	1.8879330719451847e-13,	1.3610435209369117e-12,	2.1241648416795027e-11,	6.913142535335859e-13,	2.2017632430181186e-11,	6.671917222326576e-13,	5.893330380582828e-09,	2.961531895681723e-13,	4.376311196608158e-10,	1.1958007220674992e-11
4694,	0.6380537782501055,	0.0017075933428442696,	34.0,	9.825663757953134e-12,	1.8768129824100823e-13,	1.3628549210731687e-12,	2.10686120009677e-11,	6.651294578169367e-13,	2.15207847112122e-11,	6.851731119565338e-13,	5.883037057591515e-09,	2.9613974771448795e-13,	4.3676024802166343e-10,	1.158539222045468e-11
4696,	0.6414795508060205,	0.001700485261694342,	34.0,	9.621176204752024e-12,	1.8717073183004868e-13,	1.5107746824011728e-12,	2.1386010508745306e-11,	7.346708733301567e-13,	2.1397059559792422e-11,	6.374627237428487e-13,	5.876519029070592e-09,	3.0237657211231113e-13,	4.3313296729913115e-10,	1.1761705134278596e-11
4698,	0.6373194521353214,	0.0017070214570788687,	34.0,	9.984991143630575e-12,	1.9208799928571048e-13,	1.514597673626019e-12,	2.1820167758472042e-11,	6.828809086213077e-13,	2.1348829790528768e-11,	7.162873933957925e-13,	5.8782198053092144e-09,	2.977979574538898e-13,	4.3285929879650854e-10,	1.2173388077749868e-11
4700,	0.6390815955957238,	0.0017033272135990242,	34.0,	9.409022923574031e-12,	1.9927190269500783e-13,	1.38360140458782e-12,	2.122385278459108e-11,	7.247760770791413e-13,	2.149969055058912e-11,	6.992151849693702e-13,	5.887579411114656e-09,	2.9618272764000147e-13,	4.34866440307058e-10,	1.1499507149693262e-11
4702,	0.6400879587532365,	0.0016943436705029262,	34.0,	9.744866731387452e-12,	1.969028110366618e-13,	1.4079406205581796e-12,	2.0906964968068794e-11,	7.582735401388746e-13,	2.1637138446871202e-11,	6.936812908655452e-13,	5.885893402448161e-09,	2.928911072332021e-13,	4.3794787845504115e-10,	1.1846382178523293e-11
4704,	0.6374759702081874,	0.001694703266907711,	34.0,	9.945825685511558e-12,	1.9453371937831575e-13,	1.5633526295187468e-12,	2.0780994305622486e-11,	6.806865187402594e-13,	2.2064741488301284e-11,	6.539978174149862e-13,	5.884466855162619e-09,	3.0193151736185373e-13,	4.3776677528142885e-10,	1.1994293080350247e-11
4706,	0.6402077026731516,	0.0017054312388386896,	34.0,	9.617797146485498e-12,	1.921646277199697e-13,	1.3442674363618274e-12,	2.1064693474372295e-11,	6.893570192367991e-13,	2.185877425413372e-11,	6.337380809320762e-13,	5.890190858411416e-09,	3.2512758406801236e-13,	4.3543113258334144e-10,	1.1998298754660375e-11
4708,	0.6381711995859858,	0.0016963441075367603,	34.0,	9.543043838437365e-12,	1.8979553606162367e-13,	1.4241575350416132e-12,	2.1054837599654004e-11,	6.996761864183148e-13,	2.1980010083475478e-11,	7.398295551928046e-13,	5.886705940901308e-09,	3.234489918459709e-13,	4.379732317027296e-10,	1.1884469031660422e-11
4710,	0.6400019563923658,	0.0016954755493655159,	34.0,	9.547353994376554e-12,	1.8742644440327763e-13,	1.4779287391292938e-12,	2.1029644996740772e-11,	6.73471705685816e-13,	2.1529511189141792e-11,	7.405166437579377e-13,	5.889455238778938e-09,	2.888982337825235e-13,	4.3848239905892934e-10,	1.182099449872267e-11
4712,	0.6381025946274944,	0.0016953883093240622,	34.0,	9.773492003227037e-12,	1.850573527449316e-13,	1.4646619165191335e-12,	2.1270244043272248e-11,	6.98715564576328e-13,	2.168860343302133e-11,	6.416418969128132e-13,	5.878823670527689e-09,	3.018308891577904e-13,	4.3495282901996445e-10,	1.15906462863979e-11
4714,	0.6385692399817372,	0.0016979597381656798,	34.0,	9.5327660042759e-12,	1.8676396283085755e-13,	1.3282990137142405e-12,	2.1459487232290805e-11,	7.558815629118946e-13,	2.157969974298099e-11,	6.873306450317875e-13,	5.876355771914581e-09,	3.2266415424294685e-13,	4.3249458395471986e-10,	1.1733380806925537e-11
4716,	0.6387183637477201,	0.0016899509955154973,	34.0,	9.659058447461531e-12,	1.8754948697038148e-13,	1.4329246610118025e-12,	2.1048927474079642e-11,	7.607246411416257e-13,	2.1408165950369333e-11,	6.73370759259866e-13,	5.891108552446121e-09,	2.994893091822892e-13,	4.3901438254471495e-10,	1.215268463278662e-11
4718,	0.6379338437768072,	0.0016905523623063669,	34.0,	9.811762674207996e-12,	1.883350111099054e-13,	1.4115877549089225e-12,	2.100921121708308e-11,	6.614457278325784e-13,	2.2038377949425046e-11,	6.576766537110295e-13,	5.891837321418033e-09,	2.968182093814752e-13,	4.371623262674224e-10,	1.185931506827144e-11
4720,	0.6398295199671936,	0.0017018414065299735,	34.0,	9.925087511053238e-12,	1.891205352494293e-13,	1.4493283002588393e-12,	2.0849988245102124e-11,	7.759452652470059e-13,	2.210929915615824e-11,	6.904871629529842e-13,	5.883444063401214e-09,	3.023457876068306e-13,	4.3577448715226244e-10,	1.1764138085753576e-11
4722,	0.6375827865391603,	0.001692407065531423,	34.0,	9.522550307381427e-12,	1.8990605938895321e-13,	1.4074132443663215e-12,	2.0935717142565264e-11,	7.923313856966911e-13,	2.175831230888404e-11,	6.504628253878196e-13,	5.876119301994628e-09,	2.8799991537644186e-13,	4.3732750173542374e-10,	1.1760235075314997e-11
4724,	0.640835043475431,	0.0016835690355978745,	34.0,	9.549907667060311e-12,	1.9021863243655625e-13,	1.4063433565163822e-12,	2.1199355479357916e-11,	7.217317291619049e-13,	2.1776651749297257e-11,	6.548227660066294e-13,	5.888078488158095e-09,	3.029338742478262e-13,	4.373442022743189e-10,	1.1947888566368747e-11
4726,	0.6381819835724197,	0.0016952691221252525,	34.0,	9.406140494766407e-12,	1.9042509791414744e-13,	1.4382370089471034e-12,	2.078396954643483e-11,	7.507596008057515e-13,	2.1510796658008683e-11,	6.950395498227831e-13,	5.8830551593405225e-09,	2.7435495983968504e-13,	4.377508347139136e-10,	1.2014103287461814e-11
4728,	0.639044043810171,	0.0016920143241200356,	34.0,	9.768410949593521e-12,	1.906315633917386e-13,	1.3691414635024928e-12,	2.131966720992522e-11,	6.824671034741726e-13,	2.1434470901743748e-11,	6.840821266015162e-13,	5.8873333676985256e-09,	3.2181921391151307e-13,	4.358672911063612e-10,	1.185716604875736e-11
4730,	0.6335785715718695,	-0.0034487474181820296,	34.0,	9.844832507697594e-12,	1.908380288693298e-13,	1.4091520300406137e-12,	2.0936581462524377e-11,	7.349002226834093e-13,	2.2455526052175947e-11,	6.448011925041177e-13,	5.882577688284585e-09,	2.9505391545100084e-13,	4.3529912794121837e-10,	1.1813429806657487e-11
4732,	0.6234125064359054,	-0.005408143519391872,	34.0,	9.732068880730838e-12,	1.9060322485235612e-13,	1.351870058741343e-12,	2.122266307111806e-11,	6.819066849915976e-13,	2.17784344883441e-11,	6.909755307272547e-13,	5.873680073491572e-09,	3.123261472421309e-13,	4.3338765258857685e-10,	1.1892258488361921e-11
4734,	0.6113327033529414,	-0.0058712010141292945,	34.0,	9.776436018161324e-12,	1.914105064047727e-13,	1.4296062226920318e-12,	2.1001718259552573e-11,	6.662289490003204e-13,	2.1672914650721223e-11,	6.511236892181535e-13,	5.8861087113837295e-09,	3.2131745865744524e-13,	4.384836649869634e-10,	1.1780495760694068e-11
4736,	0.603436637457821,	-0.006262278387306243,	34.0,	9.000442853842794e-12,	1.9234298579077142e-13,	1.3201167116801238e-12,	2.1343810568016932e-11,	7.66798320774771e-13,	2.1673070703877034e-11,	6.246216132611669e-13,	5.8854988978785535e-09,	2.880531352718268e-13,	4.3639869764888843e-10,	1.1565138607467368e-11
4738,	0.5926944450365432,	-0.006590246772937951,	34.0,	8.30381704802193e-12,	1.940458382743601e-13,	1.420777219833888e-12,	2.145944917845944e-11,	7.441927529117112e-13,	2.1494582375112e-11,	6.28418967941128e-13,	5.875351919769656e-09,	2.864871370248185e-13,	4.333142986514576e-10,	1.1678728355806735e-11
4740,	0.5817705595309198,	-0.0067685744970295645,	34.0,	7.92875113290837e-12,	1.908463809773674e-13,	1.3553897794082454e-12,	2.120651207859791e-11,	6.810464433093432e-13,	2.1951616947474566e-11,	6.543365748366445e-13,	5.893503497010458e-09,	3.0006773462831574e-13,	4.366443010104716e-10,	1.161733023099824e-11
4742,	0.5722294089897293,	-0.006860702812487074,	34.0,	7.616552101688778e-12,	1.8880972482703966e-13,	1.321080870974396e-12,	2.1277067082785263e-11,	7.021479147759872e-13,	2.1657357841138418e-11,	6.542697153188628e-13,	5.883530989497438e-09,	2.873226403918551e-13,	4.3628022211283313e-10,	1.1759791012495704e-11
4744,	0.5627922105695342,	-0.006967625820154345,	34.0,	7.827959854781104e-12,	1.8733978896994487e-13,	1.359516237922299e-12,	2.1356669213200175e-11,	7.214709297214061e-13,	2.113665376917718e-11,	6.868235491748918e-13,	5.8918274774612725e-09,	2.8990356822912996e-13,	4.368531335083998e-10,	1.1571077579866426e-11
4746,	0.5526541376376897,	-0.007087870237934914,	34.0,	7.6602483094221e-12,	1.931965315256616e-13,	1.474902394307554e-12,	2.1614186175243476e-11,	7.352300396871941e-13,	2.1628685535066068e-11,	6.996141629182215e-13,	5.8678243140271496e-09,	3.0157306809200196e-13,	4.325956951412129e-10,	1.2031366635296953e-11
4748,	0.5427320188913538,	-0.0071951523794312735,	34.0,	7.513038342423676e-12,	1.9835902609431733e-13,	1.3414496720532548e-12,	2.0875890628054783e-11,	6.820775787122262e-13,	2.1372469784367398e-11,	6.66795722716397e-13,	5.894466500581243e-09,	2.9656663050485137e-13,	4.3623056074135697e-10,	1.1913182530576063e-11
4750,	0.5331618989360096,	-0.007337594067950678,	34.0,	7.565792789177615e-12,	2.0239196718724671e-13,	1.3272247365798262e-12,	2.169879134112387e-11,	7.325150183780293e-13,	2.1647445454960797e-11,	7.18708950767238e-13,	5.888680475770057e-09,	2.6255719529351573e-13,	4.344576814839738e-10,	1.1940378363762137e-11
