ixdat version = 0.2.3
name = 01 Reshma1A 18H28 18H28_RuO2.pkl
technique = EC-MS
tstamp = 1535470034.0204
backend_name = BackendBase(none, address=none)
id = 1
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M32' and 'M72' and 'M44' and 'M2' and 'M34' and 'M20' and 'M40' and 'M4' and 'M36' and 'M18' and 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["I/mA"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M32,	M72,	M44,	M2,	M34,	M20,	M40,	M4,	M36,	M18,	M28
1816,	0.6172732018096421,	0.001345451348219131,	19.0,	8.36958260219549e-12,	1.887122180736826e-13,	1.3563489115936447e-12,	2.1380589459365908e-11,	8.002968234906421e-13,	2.488258234101063e-11,	5.331826608480051e-13,	5.907368298273808e-09,	3.0709589621883053e-13,	4.5025193455381015e-10,	1.2550276234736433e-11
1818,	0.6207138673175501,	0.001351155434152923,	19.0,	8.594894228773932e-12,	1.91496971138599e-13,	1.4243643934675674e-12,	2.057669455197198e-11,	8.023103399111924e-13,	2.4544197272077936e-11,	5.770903282636546e-13,	5.904927586321537e-09,	3.1286888671634085e-13,	4.507371165833948e-10,	1.2215007922914297e-11
1820,	0.6183206107858283,	0.001335340286213278,	19.0,	8.387279841551844e-12,	1.9218363272361307e-13,	1.4254254415595473e-12,	2.083658133413065e-11,	7.295145940428135e-13,	2.480550652057477e-11,	6.168592479294973e-13,	5.900022396953395e-09,	2.9630015210339963e-13,	4.515122434068455e-10,	1.2549981216511162e-11
1822,	0.6203236666373412,	0.0013301654278244236,	19.0,	8.607121421564934e-12,	1.9511840101142135e-13,	1.4201616889588674e-12,	2.108239691539908e-11,	7.573036157510197e-13,	2.431243226034468e-11,	5.4034926377481e-13,	5.898771724002583e-09,	3.0730258698636324e-13,	4.508835361062962e-10,	1.2333057581872087e-11
1824,	0.6176611023629632,	0.0013423910781721175,	19.0,	8.526789910243533e-12,	1.9360381280235446e-13,	1.4360150076872862e-12,	2.0975070394134287e-11,	6.982486494861008e-13,	2.4788939869344025e-11,	6.301644282423848e-13,	5.88276048904259e-09,	3.02615947717573e-13,	4.497099083674314e-10,	1.2354703259137433e-11
1826,	0.6207806108059967,	0.00133445354308732,	19.0,	8.373501409442454e-12,	1.93128659462124e-13,	1.456005112613919e-12,	2.0835409759818363e-11,	7.643008122403165e-13,	2.525038568824463e-11,	5.793869405836908e-13,	5.901672587478245e-09,	3.0137188356261906e-13,	4.5293822816738623e-10,	1.242707272371611e-11
1828,	0.6177205824429106,	0.0013212830865103684,	19.0,	8.135308994215195e-12,	1.956293510359346e-13,	1.4460133143163563e-12,	2.0230282092547567e-11,	7.589806596235738e-13,	2.46264345085344e-11,	5.963004242476378e-13,	5.919184891122699e-09,	2.8857812833891e-13,	4.519546299438091e-10,	1.23994043799289e-11
1830,	0.6205244536510979,	0.0013348243224921609,	19.0,	8.119950549920937e-12,	1.9900183362966888e-13,	1.3328655983954702e-12,	2.0774865435368783e-11,	8.047173180869924e-13,	2.4076383514462845e-11,	5.96817353296027e-13,	5.908058733905665e-09,	2.929841280984109e-13,	4.526188917319148e-10,	1.2426070894987513e-11
1832,	0.617794643192857,	0.0013352585450355518,	19.0,	8.437850680281333e-12,	1.9802935627403595e-13,	1.4327806733219358e-12,	2.112849186339548e-11,	7.28110645647143e-13,	2.427269725514399e-11,	5.983587462095096e-13,	5.895254652454389e-09,	2.969282061728156e-13,	4.507167306526718e-10,	1.2395051815186107e-11
1834,	0.6187675659749995,	0.0013200667371459324,	19.0,	8.40108932212501e-12,	1.9757346084936143e-13,	1.4485569860047552e-12,	2.1203065075955466e-11,	7.470747748331141e-13,	2.476813617175473e-11,	6.193056664978457e-13,	5.8962729628287454e-09,	2.91208975087085e-13,	4.5041204409536593e-10,	1.231674589420311e-11
1836,	0.6174331165519955,	0.001322129188324878,	19.0,	8.423167287352292e-12,	1.969668062351247e-13,	1.3691976219515267e-12,	2.0994172054628363e-11,	7.04960622919574e-13,	2.4699221080465537e-11,	6.212082655712145e-13,	5.902230630862645e-09,	3.112642095067869e-13,	4.510337249541804e-10,	1.2353980478771142e-11
1838,	0.6199090026740576,	0.001331651926191498,	19.0,	8.46091179896237e-12,	1.964551207975423e-13,	1.3570421247208306e-12,	2.0920421146873228e-11,	7.748239966676451e-13,	2.427151038309618e-11,	5.912842651815136e-13,	5.888706999973673e-09,	3.204692381342134e-13,	4.499316053889556e-10,	1.2302146281655564e-11
1840,	0.6192195232949003,	0.0013256798004336059,	19.0,	8.260743159901767e-12,	1.967385253513162e-13,	1.4419397144719334e-12,	2.0799101777624493e-11,	7.901023603813365e-13,	2.483331718939514e-11,	6.118065409818353e-13,	5.9084159992131595e-09,	2.830001269365993e-13,	4.509132822199164e-10,	1.2605877051803937e-11
1842,	0.6214446511751663,	0.001314425698665803,	19.0,	8.62217472668807e-12,	1.9357050503468421e-13,	1.5348621127094966e-12,	2.1038912353501843e-11,	7.02308844865594e-13,	2.4714577675372963e-11,	5.732189544525133e-13,	5.903888159941544e-09,	3.0804766620133824e-13,	4.5328043467867485e-10,	1.2622680766310424e-11
1844,	0.6170266006983032,	0.0013230337821612385,	19.0,	8.533293516869975e-12,	1.904881377116961e-13,	1.4333496098408891e-12,	2.085144953851093e-11,	7.522925524587012e-13,	2.3929620050651593e-11,	6.109198871604089e-13,	5.894047218670494e-09,	2.925736794831619e-13,	4.530982960874028e-10,	1.2297183115732788e-11
1846,	0.6202350887079877,	0.0013202177442637837,	19.0,	8.137821740605456e-12,	1.9238562748411375e-13,	1.3896315504102033e-12,	2.0638826662169215e-11,	7.619119275991129e-13,	2.4743499542847068e-11,	5.5090883210447e-13,	5.909573628243271e-09,	2.8510252409820654e-13,	4.5372090538203157e-10,	1.2385714348594332e-11
1848,	0.6199548512993109,	0.00130603348834397,	19.0,	8.06705678537313e-12,	1.9331714661669341e-13,	1.459263831570312e-12,	2.045402745634499e-11,	7.46481306243691e-13,	2.4781446654956005e-11,	6.094744762657927e-13,	5.909736508986659e-09,	3.03785822110803e-13,	4.5183334851336853e-10,	1.2017995640962666e-11
1850,	0.6186617328779773,	0.0013114107436048104,	19.0,	8.596405641261891e-12,	1.9043788710538861e-13,	1.390344762343835e-12,	2.081752779643119e-11,	8.513765651412818e-13,	2.4546196851900918e-11,	5.199784800327688e-13,	5.901431699971285e-09,	2.924264104945338e-13,	4.489213815159605e-10,	1.2567527235281585e-11
1852,	0.6201138405125753,	0.0013257370040480635,	19.0,	8.295843026967958e-12,	1.890324108986916e-13,	1.3871157720312765e-12,	2.060221540001179e-11,	7.125800526883235e-13,	2.4415679113602567e-11,	5.702594019512622e-13,	5.895211112714911e-09,	3.108473742065946e-13,	4.5097150540565597e-10,	1.2302906202274166e-11
1854,	0.6180921654460925,	0.0013128495978390238,	19.0,	8.626026189029064e-12,	1.973835800312638e-13,	1.477530385186178e-12,	2.0934359179645827e-11,	6.949883163532467e-13,	2.4469094640308283e-11,	5.79618458493628e-13,	5.891085225363047e-09,	3.0268365487236105e-13,	4.506587470694197e-10,	1.2500126298350354e-11
1856,	0.6202382887358081,	0.0013092921290369952,	19.0,	8.159757448142848e-12,	1.940885510516107e-13,	1.5877813048591072e-12,	2.0563305705679664e-11,	7.58994044942155e-13,	2.458208258678498e-11,	6.346074314349272e-13,	5.910464127622148e-09,	2.8557546667505867e-13,	4.527552025377641e-10,	1.23189650279894e-11
1858,	0.6189665079012946,	0.0013163075359205526,	19.0,	8.097455495996416e-12,	1.9118089105148184e-13,	1.3827660213976598e-12,	2.084332716594123e-11,	8.143347176495023e-13,	2.4594533982275564e-11,	5.947296328759212e-13,	5.8975053077257614e-09,	3.186934534855888e-13,	4.5031751391090955e-10,	1.2565193351889992e-11
1860,	0.6182611225478865,	0.0013175175584259273,	19.0,	8.132343192945082e-12,	1.954459504550555e-13,	1.3267203904876563e-12,	2.08541365825845e-11,	8.06082239246079e-13,	2.4694755459623436e-11,	6.028531103124609e-13,	5.897906848456701e-09,	2.961372587691034e-13,	4.5208336353181526e-10,	1.2450364510367127e-11
1862,	0.6212802446311789,	0.001299851516309617,	19.0,	8.311643270592086e-12,	2.0195722704592082e-13,	1.3331221562260607e-12,	2.0273477342711186e-11,	8.495252216780673e-13,	2.4580167738000054e-11,	5.559396485611703e-13,	5.9101736521661135e-09,	2.9994365099845326e-13,	4.5381342922017505e-10,	1.2462989594928095e-11
1864,	0.6185327114739254,	0.0013099881599286816,	19.0,	8.385505537064099e-12,	1.9840971060037278e-13,	1.3627078957465411e-12,	2.1091935028158886e-11,	8.573435036285929e-13,	2.469541319978351e-11,	6.083721156527558e-13,	5.918391586816763e-09,	3.124814575838678e-13,	4.5616701747075197e-10,	1.224267038102416e-11
1866,	0.6182933664498247,	0.0013187939710365534,	19.0,	8.281090585705106e-12,	1.9156642116740135e-13,	1.4560763050420892e-12,	2.0751942037814102e-11,	7.881428539946226e-13,	2.4340593029693024e-11,	5.926476654844911e-13,	5.899510448828971e-09,	3.0492312848691284e-13,	4.4878020690109623e-10,	1.242642044996039e-11
1868,	0.6203918250214577,	0.0013066192005304952,	19.0,	8.401504796854936e-12,	1.8985162577277077e-13,	1.440415531627157e-12,	2.0181028035367242e-11,	7.746518438333565e-13,	2.5065223259613607e-11,	6.021488615755297e-13,	5.919356211705815e-09,	3.110589006888069e-13,	4.513089730736519e-10,	1.2302722060732129e-11
1870,	0.6180372156047493,	0.0013046792623503415,	19.0,	8.10162830308409e-12,	1.8885942967131683e-13,	1.44984754214528e-12,	2.0369772762602154e-11,	7.413447500436581e-13,	2.4901980312455187e-11,	5.766272664400555e-13,	5.911527065458069e-09,	3.1432849809655253e-13,	4.5394251771335245e-10,	1.2213999359743012e-11
1872,	0.6194211898620035,	0.0013142500919761763,	19.0,	8.191036377390456e-12,	1.878672335698629e-13,	1.4173236854563135e-12,	2.110872108050422e-11,	7.804834796707603e-13,	2.4841267993214822e-11,	6.018937689508132e-13,	5.910293789329065e-09,	3.0847759901681177e-13,	4.522659072921409e-10,	1.2370987063298595e-11
1874,	0.6193662246142989,	0.0013064037293477437,	19.0,	8.375437167090158e-12,	1.8687503746840896e-13,	1.457060672987047e-12,	2.0963402244083722e-11,	6.892332316031968e-13,	2.4572102103032942e-11,	5.330544190785367e-13,	5.908939251981364e-09,	3.084430879482345e-13,	4.524254465627206e-10,	1.2489204797260352e-11
1876,	0.6158609889774449,	-0.0033199846679503294,	19.0,	8.386302158419048e-12,	1.8909885484097966e-13,	1.2936563837645678e-12,	2.0963873004157847e-11,	7.479005177779352e-13,	2.4539472740973092e-11,	5.519961726392429e-13,	5.900141302195229e-09,	2.8380931327040483e-13,	4.541974088254597e-10,	1.2456023299432203e-11
1878,	0.6036745293492518,	-0.005219993935710894,	19.0,	8.509450382609668e-12,	1.9073057731431003e-13,	1.4422782878760471e-12,	2.0889662146978554e-11,	7.539868989633237e-13,	2.483327443790959e-11,	5.693572028449936e-13,	5.89781352594141e-09,	3.1417148948942235e-13,	4.5137396328373294e-10,	1.244849064230388e-11
1880,	0.591890459790773,	-0.005734015596797236,	19.0,	8.174373684864251e-12,	1.9024819607321537e-13,	1.366074810544605e-12,	2.0632052707414853e-11,	7.220721774403648e-13,	2.458033386395045e-11,	5.530171705254905e-13,	5.913899252580044e-09,	3.083578878447553e-13,	4.529637393667091e-10,	1.2279746020793061e-11
1882,	0.5848300201164568,	-0.005998222158519777,	19.0,	7.915115614110008e-12,	1.8976581483212074e-13,	1.427613107954269e-12,	2.0588187788732428e-11,	7.408118613170945e-13,	2.4973113961745556e-11,	5.761598384502359e-13,	5.912883944397312e-09,	3.0814917775655085e-13,	4.546742835867703e-10,	1.237590950655303e-11
1884,	0.5733247926913069,	-0.006248396290055946,	19.0,	7.986913372705295e-12,	1.9289679412949024e-13,	1.2969192077086902e-12,	2.1154659963344904e-11,	7.431838803365859e-13,	2.479942263568717e-11,	5.993333329692367e-13,	5.904544738233876e-09,	3.277902649386617e-13,	4.5077112505010247e-10,	1.2199394630213533e-11
1886,	0.5622287564493045,	-0.0063317481281765335,	19.0,	8.150562250791591e-12,	1.9037793533246564e-13,	1.451279804062918e-12,	2.101399238231219e-11,	7.232473160912897e-13,	2.4613859678632986e-11,	6.061959237299841e-13,	5.8906675124752794e-09,	2.9085261222336293e-13,	4.4973557039707865e-10,	1.2034920287669913e-11
1888,	0.5543173085525492,	-0.006437248461747179,	19.0,	7.823547321768238e-12,	1.9095474683003114e-13,	1.3265367609556745e-12,	2.0806597652349735e-11,	7.744863972800601e-13,	2.4417631709802114e-11,	5.781447833070717e-13,	5.912027952445615e-09,	2.9139685071212784e-13,	4.5432686731304066e-10,	1.2218073893764194e-11
1890,	0.5430306748374045,	-0.006562241234665357,	19.0,	8.090353537409403e-12,	1.9153155832759664e-13,	1.3906021601351264e-12,	2.083771539689475e-11,	7.843768800246918e-13,	2.4367444430130914e-11,	5.802383531542971e-13,	5.9019979214235046e-09,	3.0461686182192513e-13,	4.517384225857977e-10,	1.273582266378778e-11
1892,	0.5339943613732431,	-0.0066943182122683855,	19.0,	8.007187482367403e-12,	1.996014620952646e-13,	1.3882717987669186e-12,	2.124867827279545e-11,	7.402455209146061e-13,	2.451986709985626e-11,	6.208332601521688e-13,	5.886718831884857e-09,	2.975449290308351e-13,	4.490073248469531e-10,	1.2333999860978556e-11
1894,	0.5237058046274188,	-0.0068025581925771775,	19.0,	7.609318571248734e-12,	1.957548771361161e-13,	1.4783728149698996e-12,	2.103683216202164e-11,	7.323728932752517e-13,	2.4513947808294142e-11,	6.700478965903798e-13,	5.90268359182507e-09,	3.1942634077704895e-13,	4.521709815872226e-10,	1.207652632281985e-11
1896,	0.5132584172543132,	-0.006945712718699543,	19.0,	8.111152430828695e-12,	1.9608763717518053e-13,	1.5036777165324425e-12,	2.091499686356352e-11,	7.625194604972327e-13,	2.4451685973510996e-11,	5.673234129561508e-13,	5.907870629154485e-09,	2.937211359179822e-13,	4.527037723645453e-10,	1.2515465504672238e-11
1898,	0.5048122343699893,	-0.00706975073360624,	19.0,	7.94385124065844e-12,	1.9134793654689417e-13,	1.406055984263155e-12,	2.124397345606956e-11,	8.066476037397216e-13,	2.4876097523243234e-11,	5.667964947595901e-13,	5.897601258166387e-09,	3.0877085840986233e-13,	4.520214209764348e-10,	1.2279627439773687e-11
1900,	0.491949225545825,	-0.0072013298898864556,	19.0,	7.909643320319297e-12,	1.9489639702256038e-13,	1.426178677386864e-12,	2.057170924258691e-11,	7.930788606083548e-13,	2.4559659134556156e-11,	5.927294533416952e-13,	5.895939396763989e-09,	2.972238576683198e-13,	4.508788704940729e-10,	1.2252565346796597e-11
1902,	0.48903033395399154,	-0.0019809305351173607,	19.0,	7.916089217873339e-12,	1.9277310401753704e-13,	1.3432526161721052e-12,	2.1063508717458127e-11,	6.96409713399416e-13,	2.4874132792459788e-11,	6.048088898204441e-13,	5.924931210004719e-09,	3.062138869969654e-13,	4.5089511208750267e-10,	1.2305836172632254e-11
1904,	0.49852178773777794,	0.0060674331785396446,	19.0,	7.810425835243022e-12,	1.9032607821933498e-13,	1.4184255645038912e-12,	2.1039869943914177e-11,	8.135824530548963e-13,	2.484917356083856e-11,	5.643971242118313e-13,	5.906584480394097e-09,	2.6494773544861415e-13,	4.533839759031117e-10,	1.2389955636278653e-11
1906,	0.5083958407287794,	0.0074911638268190615,	19.0,	7.88777746024732e-12,	1.904018740157702e-13,	1.2983492931732501e-12,	2.0932225129629245e-11,	7.320758642323222e-13,	2.4469656952749078e-11,	5.767146297024785e-13,	5.91565274900669e-09,	3.155014834270462e-13,	4.5244666710897783e-10,	1.2397710274492489e-11
1908,	0.5199093627502382,	0.007907421326887713,	19.0,	8.136855545785036e-12,	1.909811071225971e-13,	1.2850245413107937e-12,	2.076787118810767e-11,	7.03573130558249e-13,	2.4258848527507458e-11,	5.85007565654526e-13,	5.907395467897995e-09,	3.5528808969675937e-13,	4.5113094893493306e-10,	1.2579342060585729e-11
1910,	0.529380679071789,	0.008068179082096616,	19.0,	7.797255723329942e-12,	1.9152140062055336e-13,	1.2415290940494775e-12,	2.1144907071070347e-11,	7.645254612984294e-13,	2.4533469742683015e-11,	6.365450933491734e-13,	5.894549883049021e-09,	2.8447729513741667e-13,	4.4719948764469003e-10,	1.2343301776653628e-11
1912,	0.5392553106354807,	0.008214597947644543,	19.0,	7.548577328656265e-12,	1.866714968830649e-13,	1.2984002955287117e-12,	2.095264920657107e-11,	7.324187610614127e-13,	2.4470179505948017e-11,	5.840824559048523e-13,	5.907755031177806e-09,	2.7875962765684577e-13,	4.498766793526863e-10,	1.2156733690373067e-11
1914,	0.5498884814286992,	0.008291707325168887,	20.0,	8.090369776619318e-12,	1.9504689572368993e-13,	1.280325810531253e-12,	2.1004322152847576e-11,	7.346891388377593e-13,	2.478362481915654e-11,	5.788209231681008e-13,	5.887752824837127e-09,	2.844186754881708e-13,	4.5116529698718586e-10,	1.2623173423741083e-11
1916,	0.5576962409214923,	0.008220130867135245,	20.0,	7.74318820243021e-12,	1.9819636028700012e-13,	1.2988096603629692e-12,	2.0879557468623743e-11,	7.446103491548107e-13,	2.4768390181813064e-11,	6.929131751656138e-13,	5.9081573392190635e-09,	2.9283998115052343e-13,	4.529561803564885e-10,	1.2286905643248629e-11
1918,	0.5704546518967306,	0.008214789498304871,	20.0,	7.704523490719756e-12,	1.9893954261823544e-13,	1.2818782367454957e-12,	2.1100383078676316e-11,	7.342161133789279e-13,	2.4645633806897097e-11,	6.156517709588139e-13,	5.9092377294508656e-09,	2.994938572308329e-13,	4.5246653560745984e-10,	1.2308042399993139e-11
1920,	0.5792236309629629,	0.008234953185661165,	20.0,	7.590458384951631e-12,	1.8776306344581658e-13,	1.327522023568869e-12,	2.1000211574606005e-11,	7.089057586357309e-13,	2.4469573798518872e-11,	5.867411733678982e-13,	5.891555271949977e-09,	2.875392826745349e-13,	4.5071542519135625e-10,	1.2161892011140011e-11
1922,	0.588629440085204,	0.008271634226291798,	20.0,	7.596502513681524e-12,	1.870213053525494e-13,	1.2949674216423594e-12,	2.0863620832073123e-11,	7.463626589176454e-13,	2.507515908889081e-11,	6.272684817010664e-13,	5.905867811007554e-09,	2.956250405463516e-13,	4.5188860898789064e-10,	1.2235838642926274e-11
1924,	0.6007800095449671,	0.008292077593945074,	20.0,	8.178651815156923e-12,	1.884156979273837e-13,	1.3513268114240725e-12,	2.0718997942044357e-11,	6.932117438869653e-13,	2.4199337219303846e-11,	6.709863196534166e-13,	5.884247365737552e-09,	2.865732643322303e-13,	4.4914579561465106e-10,	1.2442958343408995e-11
1926,	0.6081491775737565,	0.008379315714389402,	20.0,	7.958396082100465e-12,	1.908924394825561e-13,	1.3214209673223961e-12,	2.1130233783524467e-11,	7.448059554070288e-13,	2.4009086807213292e-11,	5.869010863228098e-13,	5.911123246735198e-09,	2.9901833101012956e-13,	4.5254056186177897e-10,	1.2486022115220676e-11
1928,	0.6189990216805288,	0.008514561060815669,	20.0,	7.63627585769171e-12,	1.9399400422770704e-13,	1.329970704077393e-12,	2.0634695711753478e-11,	7.585064023876679e-13,	2.430970667894399e-11,	5.907509954124358e-13,	5.900147488921911e-09,	2.8088060731817533e-13,	4.492101654880773e-10,	1.229312519367851e-11
1930,	0.6290689989237789,	0.008738332743870779,	20.0,	7.903038040157839e-12,	1.9810945794275208e-13,	1.3419583335014046e-12,	2.1197104598969692e-11,	7.227313121491043e-13,	2.4569874694846776e-11,	5.95153372858063e-13,	5.899813340346236e-09,	3.279824455056578e-13,	4.512486664421938e-10,	1.2096241457351958e-11
1932,	0.628226689106001,	0.003057588430319057,	20.0,	7.905647064268718e-12,	1.9130295346523552e-13,	1.2733729319924046e-12,	2.050759179674167e-11,	6.914121738550649e-13,	2.419162481291391e-11,	5.85258826603719e-13,	5.908439497560784e-09,	2.830645108313807e-13,	4.5277178646753677e-10,	1.2373913172675911e-11
1934,	0.6286656863182176,	0.002219240471706696,	20.0,	7.74958441344983e-12,	1.8449644898771899e-13,	1.3164585008335856e-12,	2.0550020023473203e-11,	6.693064164187845e-13,	2.4574263837998213e-11,	6.438153148185506e-13,	5.901031495283136e-09,	3.1263323380676135e-13,	4.5105975562765207e-10,	1.2202988620748117e-11
1936,	0.6300957666800658,	0.0019748101324602615,	20.0,	8.515881716388667e-12,	1.9254160340861354e-13,	1.471202834702777e-12,	2.0709458829526868e-11,	6.7396888666395e-13,	2.455100190416649e-11,	5.85826864207108e-13,	5.882964544185896e-09,	2.965182464096031e-13,	4.473156521986141e-10,	1.2517413493038765e-11
1938,	0.6290493478412897,	0.0018718153514523934,	20.0,	8.501722441349215e-12,	1.896534455389123e-13,	1.4065982504336247e-12,	2.0366610225081303e-11,	7.135293802513806e-13,	2.4713573408714806e-11,	6.023783746703709e-13,	5.901978538728254e-09,	3.009560233780391e-13,	4.514261314777693e-10,	1.2627143042158852e-11
1940,	0.630261974513268,	0.0018251140533660248,	20.0,	8.861535842851656e-12,	1.9228769509874903e-13,	1.4493566877492866e-12,	2.032682314577822e-11,	7.504070117184356e-13,	2.4608710995268622e-11,	6.022001336232127e-13,	5.902961150857114e-09,	3.034803862701869e-13,	4.523785620492642e-10,	1.2374935353843878e-11
1942,	0.6300396441582147,	0.0017902594777975372,	20.0,	9.11407098758718e-12,	1.9401166966880346e-13,	1.4520758111166856e-12,	2.065881456456847e-11,	7.364501362452806e-13,	2.3797575232266956e-11,	5.905599922843587e-13,	5.88685320190545e-09,	3.211163743434724e-13,	4.4827626161718655e-10,	1.2475130465512881e-11
1944,	0.6286850825946642,	0.0017518185194425181,	20.0,	8.983958383116029e-12,	1.9348605133956231e-13,	1.3872724902217958e-12,	2.0745802395989272e-11,	7.780527017644078e-13,	2.4464472821756794e-11,	6.231629219146744e-13,	5.898330220796541e-09,	2.6850681215911466e-13,	4.497052694312011e-10,	1.2438240676449359e-11
1946,	0.6308146483322883,	0.0017313105200300813,	20.0,	8.866187974045744e-12,	1.9383974394777178e-13,	1.4326222892103855e-12,	2.0647628870216298e-11,	7.661225757928631e-13,	2.441841625061783e-11,	6.335698495824153e-13,	5.892598200985775e-09,	3.011454881673414e-13,	4.48811493553349e-10,	1.2752793409742832e-11
1948,	0.631091753746981,	0.001721481417448154,	20.0,	9.221065853785889e-12,	1.9826939610232375e-13,	1.3712137188030606e-12,	2.105216126013358e-11,	7.881071755280788e-13,	2.4603961103287222e-11,	5.801290495406161e-13,	5.900652483701894e-09,	2.8672678162685286e-13,	4.4887591765950996e-10,	1.237134486087014e-11
1950,	0.6277409930890255,	0.0017013010957244443,	20.0,	8.839659832118389e-12,	1.9457721433201477e-13,	1.3591601794572055e-12,	2.083282493283816e-11,	7.428387319046486e-13,	2.4499227524302627e-11,	5.872555686918359e-13,	5.9069310139814094e-09,	2.969475475434388e-13,	4.515333995415922e-10,	1.2466829819975727e-11
1952,	0.6312379448908042,	0.0016839270510523295,	20.0,	9.366902575589552e-12,	1.9088503256170576e-13,	1.463138777607191e-12,	2.061915900916035e-11,	7.976092881792065e-13,	2.4685486059800644e-11,	6.072421469430522e-13,	5.904170557696316e-09,	3.0918427559523006e-13,	4.5243438824631007e-10,	1.2289430501979168e-11
1954,	0.6279195760387907,	0.0016827707310633295,	20.0,	9.159819468925572e-12,	1.9194082555669832e-13,	1.4171297137570573e-12,	2.0213309688064005e-11,	7.206458649449613e-13,	2.4989566106579495e-11,	6.433244212840699e-13,	5.9052898364368795e-09,	3.2897774792240997e-13,	4.5235986816073973e-10,	1.2760394900819833e-11
1956,	0.628520405807916,	0.001664980937514049,	20.0,	9.133061635016318e-12,	1.9336062649631147e-13,	1.431038581163817e-12,	2.1035829506056037e-11,	7.230982690942213e-13,	2.463368330485718e-11,	6.378288826490466e-13,	5.907352946136929e-09,	2.801903520878636e-13,	4.504780606006456e-10,	1.263500219362388e-11
1958,	0.6314919303191705,	0.0016476796056258485,	20.0,	8.824920262123317e-12,	1.902406810074691e-13,	1.4280839969722294e-12,	2.0474151797668708e-11,	7.966444052959729e-13,	2.4186703031124912e-11,	6.220100219914055e-13,	5.897314228441046e-09,	3.1648239567321805e-13,	4.4899044918986407e-10,	1.2434115872832573e-11
1960,	0.627918728455523,	0.0016458571868000027,	20.0,	9.402259040761337e-12,	1.9016929267708316e-13,	1.359549429198504e-12,	2.06466438329318e-11,	7.171788302551784e-13,	2.4521992560529e-11,	6.244164070949546e-13,	5.904500894222024e-09,	2.9350956233162995e-13,	4.5225277113240364e-10,	1.2315917322586665e-11
1962,	0.630329816686217,	0.0016304298478619274,	20.0,	8.931916425171275e-12,	1.9059271343251578e-13,	1.3968995864963256e-12,	2.0575168158523717e-11,	7.272401621205977e-13,	2.4712258563982756e-11,	6.073487419061227e-13,	5.9050415383301175e-09,	2.671245172146969e-13,	4.5300905667133776e-10,	1.2232208436077884e-11
1964,	0.6279219816422288,	0.0016316763580158109,	20.0,	9.047329746597255e-12,	1.910161341879484e-13,	1.46543941923294e-12,	2.0386364006558138e-11,	7.443894353378561e-13,	2.48779604823e-11,	6.081341811223764e-13,	5.911503473989846e-09,	2.790800503868146e-13,	4.553031713653296e-10,	1.2617681800571023e-11
1966,	0.6299130070806879,	0.0016255164065447176,	20.0,	8.88561195471455e-12,	1.9182458495974902e-13,	1.5271208896953743e-12,	2.1065604337523078e-11,	7.792641198182753e-13,	2.42877347246631e-11,	6.21712923239183e-13,	5.89214690776422e-09,	3.0570662344207927e-13,	4.4951780855268237e-10,	1.2536254910608602e-11
1968,	0.6287170482325342,	0.0016301508001262952,	20.0,	9.003320438038956e-12,	1.9333086421676e-13,	1.5051114338567982e-12,	2.0591128444594627e-11,	7.876131512053582e-13,	2.454857502421283e-11,	6.892838312014863e-13,	5.903602780934747e-09,	3.067802576910074e-13,	4.517884724750885e-10,	1.2742182632947601e-11
1970,	0.628705705882698,	0.001619507690312651,	20.0,	9.521805662373824e-12,	1.94837143473771e-13,	1.4299070926230945e-12,	2.0600181518667473e-11,	7.290549483321042e-13,	2.4031830984557223e-11,	6.030816266358445e-13,	5.906833680231597e-09,	3.296860595419269e-13,	4.517084260529876e-10,	1.2731648002819239e-11
1972,	0.6311491333006938,	0.001607116960992132,	20.0,	9.155077532261634e-12,	1.9634342273078201e-13,	1.5886360560563944e-12,	2.023223138460087e-11,	7.573432015063384e-13,	2.4300638854474667e-11,	6.196945165154502e-13,	5.909212194306774e-09,	3.0121936439774694e-13,	4.5509331037798606e-10,	1.2788226474002637e-11
1974,	0.6290583127815608,	0.0016086899128096232,	20.0,	9.225829494786965e-12,	1.9498095319708665e-13,	1.407664966938091e-12,	2.0798349449513693e-11,	7.654304194145265e-13,	2.5073193684838874e-11,	6.21648602941398e-13,	5.889598553796414e-09,	3.312505006573193e-13,	4.5012880251310406e-10,	1.2225541196984158e-11
1976,	0.6306151162475115,	0.0016104759680008747,	20.0,	9.020893900525616e-12,	1.8710600678236316e-13,	1.5821654600198931e-12,	2.0436811133552317e-11,	7.573329382067694e-13,	2.459002697957213e-11,	5.937722173608053e-13,	5.893289051281667e-09,	3.233020366214253e-13,	4.5030708880452315e-10,	1.3120184016876385e-11
1978,	0.6276158822824309,	0.0015996528535739552,	20.0,	8.919451556875213e-12,	1.911582199512384e-13,	1.3635523626239413e-12,	2.052530698768046e-11,	7.365173243029851e-13,	2.4397635237502724e-11,	5.679062147840979e-13,	5.91592471316193e-09,	3.293982059166853e-13,	4.5225301307426595e-10,	1.3088929513423688e-11
